userid	voucherCode	status	campaignID	time
7834	1107-23022	USED	1107	2022-02-20 07:32:20.747
32516	1105-35856	USED	1105	2022-02-16 03:55:01.102
5278	1105-20554	USED	1105	2022-02-16 19:12:49.306
23486	1100-32447	USED	1100	2022-02-07 22:36:54.984
17018	1109-49354	USED	1109	2022-02-14 18:24:57.655
10963	1102-16843	USED	1102	2022-02-14 20:59:58.671
14175	1105-9989	USED	1105	2022-02-10 10:50:57.695
38439	1101-25916	USED	1101	2022-02-13 09:05:56.399
15365	1109-37996	USED	1109	2022-02-18 11:08:04.821
10512	1107-10855	USED	1107	2022-02-14 14:20:39.957
3966	1100-5477	USED	1100	2022-02-13 18:57:04.648
30117	1104-5169	USED	1104	2022-02-18 01:13:53.017
9747	1101-34131	USED	1101	2022-02-11 03:59:17.804
16500	1103-16514	USED	1103	2022-02-05 23:36:46.681
33919	1101-30957	USED	1101	2022-02-16 19:02:57.295
21533	1109-31572	USED	1109	2022-02-09 04:06:53.135
29825	1106-11925	USED	1106	2022-02-17 16:58:06.497
10399	1102-20912	USED	1102	2022-02-18 22:12:55.734
31897	1104-5819	USED	1104	2022-02-13 23:26:29.409
24388	1106-41201	USED	1106	2022-02-10 08:39:01.070
17361	1101-18499	USED	1101	2022-02-09 13:26:09.939
24235	1101-36053	USED	1101	2022-02-15 00:38:29.225
2921	1109-45012	USED	1109	2022-02-14 02:10:14.598
35167	1104-49120	USED	1104	2022-02-16 02:15:53.695
16823	1105-4668	USED	1105	2022-02-11 09:00:43.859
12106	1109-16298	USED	1109	2022-02-04 00:17:57.645
18912	1101-42412	USED	1101	2022-02-16 08:13:30.279
21092	1109-33182	USED	1109	2022-02-05 02:23:25.578
19083	1106-33279	USED	1106	2022-02-17 17:25:11.436
17267	1105-14139	USED	1105	2022-02-13 00:02:35.030
38343	1106-4038	USED	1106	2022-02-06 06:18:32.994
273	1107-27185	USED	1107	2022-02-03 06:35:52.522
13487	1101-38499	USED	1101	2022-02-07 23:29:53.789
39003	1100-14141	USED	1100	2022-02-02 22:10:05.785
7697	1103-43609	USED	1103	2022-02-15 07:11:27.217
19654	1107-38207	USED	1107	2022-02-05 08:38:46.778
34768	1102-19681	USED	1102	2022-02-16 10:02:46.857
32036	1103-4646	USED	1103	2022-02-08 05:19:09.048
9706	1107-31806	USED	1107	2022-02-13 01:35:41.992
13086	1106-30986	USED	1106	2022-02-19 01:44:45.692
18854	1104-45581	USED	1104	2022-02-17 04:24:37.629
35392	1109-20518	USED	1109	2022-02-09 21:40:00.476
19530	1101-41298	USED	1101	2022-02-06 17:36:46.227
38806	1103-29764	USED	1103	2022-02-12 11:12:56.812
14165	1105-14185	USED	1105	2022-02-15 22:05:33.153
28615	1109-24686	USED	1109	2022-02-14 02:54:14.192
1260	1104-38383	USED	1104	2022-02-04 06:04:54.683
4789	1108-49631	USED	1108	2022-02-02 10:43:32.947
26938	1101-48052	USED	1101	2022-02-05 18:24:01.535
34736	1106-13224	USED	1106	2022-02-15 17:39:38.420
36159	1103-30353	USED	1103	2022-02-16 03:17:50.419
21669	1101-15905	USED	1101	2022-02-18 09:58:15.526
22946	1101-32398	USED	1101	2022-02-18 15:55:28.808
32965	1109-16036	USED	1109	2022-02-13 00:18:19.574
10185	1104-15643	USED	1104	2022-02-02 17:36:46.749
11349	1107-31190	USED	1107	2022-02-20 14:26:49.630
38563	1106-27865	USED	1106	2022-02-16 18:29:24.312
10366	1105-37556	USED	1105	2022-02-10 15:07:57.271
34918	1108-28925	USED	1108	2022-02-11 14:16:53.937
307	1101-29524	USED	1101	2022-02-06 02:33:35.179
7555	1106-14775	USED	1106	2022-02-13 03:50:21.869
14489	1108-45465	USED	1108	2022-02-15 17:08:43.676
147	1109-29824	USED	1109	2022-02-12 21:10:20.986
37168	1107-43306	USED	1107	2022-02-06 20:56:58.988
7351	1105-13270	USED	1105	2022-02-11 03:20:23.208
1235	1106-7385	USED	1106	2022-02-15 04:48:33.530
39045	1100-9807	USED	1100	2022-02-16 08:11:35.495
18130	1105-25124	USED	1105	2022-02-07 13:37:54.289
30866	1106-43585	USED	1106	2022-02-03 01:15:10.878
12617	1100-8225	USED	1100	2022-02-11 07:58:24.534
24905	1101-5425	USED	1101	2022-02-02 13:23:25.209
32756	1104-48785	USED	1104	2022-02-17 07:49:06.123
11990	1103-35107	USED	1103	2022-02-04 12:21:48.125
10849	1102-26292	USED	1102	2022-02-17 06:01:05.889
4710	1108-9556	USED	1108	2022-02-17 10:49:22.366
20332	1105-3904	USED	1105	2022-02-17 07:05:06.292
2586	1103-38170	USED	1103	2022-02-20 05:52:30.092
22480	1100-38052	USED	1100	2022-02-09 22:56:42.608
24754	1103-10197	USED	1103	2022-02-13 04:53:07.891
24107	1103-26432	USED	1103	2022-02-18 04:44:18.978
30624	1104-16416	USED	1104	2022-02-08 02:22:47.329
36013	1109-36938	USED	1109	2022-02-07 06:51:14.527
25247	1104-16524	USED	1104	2022-02-05 11:28:46.738
34468	1102-47841	USED	1102	2022-02-06 07:06:12.736
