userid	voucherCode	status	campaignID	time
6078	1008-20190	USED	1008	2021-12-16 13:33:54.944
16913	1001-27857	USED	1001	2021-12-30 06:11:19.776
1850	1004-2300	USED	1004	2021-12-17 20:13:32.409
18431	1006-14461	USED	1006	2021-12-13 18:12:26.191
4774	1006-21918	USED	1006	2021-12-15 19:57:51.428
10451	1009-13481	USED	1009	2021-12-08 12:50:23.512
10400	1001-2183	USED	1001	2021-12-04 13:19:19.460
11215	1005-998	USED	1005	2021-12-08 06:17:24.942
5046	1004-19565	USED	1004	2021-12-08 22:11:37.567
3420	1006-21567	USED	1006	2021-12-28 23:24:32.786
6893	1006-13961	USED	1006	2021-12-25 20:19:28.856
5399	1003-9879	USED	1003	2021-12-24 21:11:06.438
2700	1002-20349	USED	1002	2021-12-01 16:31:18.256
7932	1008-10030	USED	1008	2021-12-27 11:18:59.369
16958	1002-3248	USED	1002	2021-12-01 17:27:53.411
7323	1003-11642	USED	1003	2021-12-11 13:39:56.791
12982	1009-2226	USED	1009	2021-12-24 05:26:58.304
12645	1007-21333	USED	1007	2021-12-24 23:18:14.479
651	1006-10440	USED	1006	2021-12-04 05:40:47.950
2466	1006-2239	USED	1006	2021-12-07 04:00:58.215
12676	1005-16442	USED	1005	2021-12-10 07:46:34.128
4620	1000-2413	USED	1000	2021-12-18 16:33:18.456
9728	1009-20107	USED	1009	2021-12-13 19:34:00.918
3465	1000-3269	USED	1000	2021-12-21 11:40:54.901
7465	1001-403	USED	1001	2021-12-04 23:41:38.674
6197	1007-7410	USED	1007	2021-12-25 02:17:18.937
3051	1009-15412	USED	1009	2021-12-24 20:37:37.880
15254	1007-22000	USED	1007	2021-12-27 13:08:06.222
16947	1007-28912	USED	1007	2021-12-17 19:25:43.860
6769	1001-9023	USED	1001	2021-12-09 10:34:01.292
18381	1001-2697	USED	1001	2021-12-18 10:26:31.232
4561	1001-8301	USED	1001	2021-12-27 04:50:37.126
8376	1006-19442	USED	1006	2021-12-31 14:21:28.554
12482	1005-11261	USED	1005	2021-12-08 02:40:02.723
1927	1007-10568	USED	1007	2021-12-15 12:42:08.692
10455	1001-6952	USED	1001	2021-12-06 10:59:42.448
14654	1003-21343	USED	1003	2021-12-13 19:27:31.577
17316	1005-1707	USED	1005	2021-12-12 08:55:23.848
18714	1001-26914	USED	1001	2021-12-08 18:11:27.529
14951	1000-12753	USED	1000	2021-12-11 09:15:40.239
16395	1008-4424	USED	1008	2021-12-07 12:45:30.122
9658	1007-3607	USED	1007	2021-12-02 22:29:29.618
10567	1000-19946	USED	1000	2021-12-22 20:19:02.157
14487	1008-15476	USED	1008	2021-12-26 15:29:08.488
16949	1002-19826	USED	1002	2021-12-05 19:28:53.890
17549	1001-18929	USED	1001	2021-12-31 07:48:14.161
14992	1006-8954	USED	1006	2021-12-15 17:37:26.797
16528	1008-6665	USED	1008	2021-12-18 02:45:06.099
17202	1007-8472	USED	1007	2021-12-24 02:02:54.281
5425	1009-10032	USED	1009	2021-12-08 02:29:12.108
14526	1003-1009	USED	1003	2021-12-04 13:21:24.273
11084	1004-2549	USED	1004	2021-12-13 20:02:19.213
14011	1008-4966	USED	1008	2021-12-29 22:17:55.159
12102	1005-12993	USED	1005	2021-12-26 04:58:53.635
656	1002-26410	USED	1002	2021-12-06 15:16:26.323
16563	1009-10173	USED	1009	2021-12-08 00:16:45.012
13653	1007-14863	USED	1007	2021-12-25 04:33:22.905
9440	1004-23840	USED	1004	2021-12-30 10:42:05.000
908	1007-29616	USED	1007	2021-12-09 15:04:58.743
11930	1001-5697	USED	1001	2021-12-08 05:35:35.168
14781	1008-1961	USED	1008	2021-12-20 16:20:05.876
14357	1000-9567	USED	1000	2021-12-17 04:48:50.715
18129	1007-14721	USED	1007	2021-12-23 00:21:13.388
3606	1000-15921	USED	1000	2021-12-08 04:16:00.328
12992	1007-13313	USED	1007	2021-12-22 09:30:16.225
10533	1008-18800	USED	1008	2021-12-17 02:05:42.526
19045	1009-11479	USED	1009	2021-12-28 02:51:15.204
6428	1004-17444	USED	1004	2021-12-06 11:10:49.640
13268	1005-1670	USED	1005	2021-12-11 05:01:48.911
392	1003-17018	USED	1003	2021-12-05 09:26:21.634
6913	1009-6786	USED	1009	2021-12-30 05:59:02.221
10278	1007-10027	USED	1007	2021-12-03 07:18:05.806
1335	1004-5517	USED	1004	2021-12-31 09:36:49.801
17721	1009-3058	USED	1009	2021-12-04 20:09:53.579
12415	1004-7714	USED	1004	2021-12-24 21:18:40.864
16224	1007-24846	USED	1007	2021-12-11 21:50:20.139
4123	1004-29832	USED	1004	2021-12-09 01:42:06.358
13729	1009-189	USED	1009	2021-12-01 11:19:50.804
8089	1006-5222	USED	1006	2021-12-09 17:57:13.641
1112	1009-17489	USED	1009	2021-12-15 00:36:34.195
4715	1005-12241	USED	1005	2021-12-14 03:10:54.828
16222	1001-20110	USED	1001	2021-12-01 10:10:07.559
10565	1004-23909	USED	1004	2021-12-01 15:43:39.398
4047	1001-27891	USED	1001	2021-12-13 16:21:13.095
7909	1006-26659	USED	1006	2021-12-02 21:01:53.367
5147	1005-16903	USED	1005	2021-12-15 07:32:22.534
18086	1000-23930	USED	1000	2021-12-28 02:34:45.724
18523	1007-24591	USED	1007	2021-12-31 22:08:01.377
17200	1007-28389	USED	1007	2021-12-04 02:35:16.481
1584	1006-3398	USED	1006	2021-12-19 10:09:38.481
9774	1009-20939	USED	1009	2021-12-28 13:05:41.210
3243	1006-7536	USED	1006	2021-12-08 03:44:36.355
8935	1007-11134	USED	1007	2021-12-04 06:08:05.118
4437	1001-4315	USED	1001	2021-12-04 10:11:55.498
7191	1006-8242	USED	1006	2021-12-07 23:30:47.475
1355	1003-24345	USED	1003	2021-12-29 19:20:44.431
14344	1009-13863	USED	1009	2021-12-11 00:28:59.022
5367	1009-6315	USED	1009	2021-12-17 04:37:13.216
16599	1007-21823	USED	1007	2021-12-10 01:15:05.360
6061	1007-12152	USED	1007	2021-12-09 18:57:25.646
5642	1000-3625	USED	1000	2021-12-02 00:11:55.154
7525	1003-23100	USED	1003	2021-12-07 23:43:26.764
4734	1003-24848	USED	1003	2021-12-20 18:02:27.907
13928	1006-7280	USED	1006	2021-12-22 21:42:20.629
10755	1002-20127	USED	1002	2021-12-14 16:50:06.015
15455	1006-316	USED	1006	2021-12-10 18:39:04.801
3752	1001-1240	USED	1001	2021-12-29 12:14:41.119
4060	1009-17714	USED	1009	2021-12-09 05:07:58.635
12656	1005-9511	USED	1005	2021-12-31 23:43:24.751
5707	1007-29166	USED	1007	2021-12-03 02:55:06.156
12421	1001-7270	USED	1001	2021-12-30 15:03:50.997
3571	1008-22268	USED	1008	2021-12-14 11:26:24.699
2657	1008-21309	USED	1008	2021-12-10 18:50:19.591
6829	1006-5765	USED	1006	2021-12-10 19:23:48.619
16406	1004-14597	USED	1004	2021-12-28 03:03:33.274
11056	1005-8867	USED	1005	2021-12-16 00:41:31.781
8890	1003-29050	USED	1003	2021-12-25 07:29:21.190
13812	1006-28112	USED	1006	2021-12-19 14:48:06.450
14121	1000-23096	USED	1000	2021-12-18 17:13:38.204
6657	1006-4491	USED	1006	2021-12-08 03:06:44.841
11316	1000-19613	USED	1000	2021-12-18 20:25:48.414
18415	1008-26152	USED	1008	2021-12-28 23:58:37.979
10412	1009-19264	USED	1009	2021-12-26 13:22:58.463
1329	1002-19784	USED	1002	2021-12-05 23:12:23.911
2459	1000-22156	USED	1000	2021-12-10 14:16:10.585
8431	1008-25024	USED	1008	2021-12-15 18:24:56.946
14338	1006-6750	USED	1006	2021-12-02 15:23:58.125
4644	1008-12649	USED	1008	2021-12-21 06:33:24.925
1071	1005-13149	USED	1005	2021-12-09 10:47:55.124
4792	1006-29605	USED	1006	2021-12-27 10:24:30.964
17592	1009-9892	USED	1009	2021-12-31 09:25:56.385
16616	1004-28207	USED	1004	2021-12-09 19:40:51.189
10876	1003-27384	USED	1003	2021-12-15 21:17:13.603
17100	1005-18405	USED	1005	2021-12-19 19:27:49.727
2280	1003-26024	USED	1003	2021-12-04 03:00:04.697
4791	1009-21542	USED	1009	2021-12-30 18:23:17.229
18800	1002-17074	USED	1002	2021-12-22 11:19:48.612
13684	1009-16123	USED	1009	2021-12-22 10:37:12.872
6847	1007-13696	USED	1007	2021-12-27 07:10:05.245
2657	1008-17503	USED	1008	2021-12-22 00:39:48.045
1628	1009-23502	USED	1009	2021-12-14 08:05:22.075
17343	1008-13935	USED	1008	2021-12-08 05:22:05.479
19264	1000-26761	USED	1000	2021-12-04 16:29:13.248
2295	1009-28471	USED	1009	2021-12-26 22:27:03.852
15359	1005-7535	USED	1005	2021-12-18 21:28:12.820
15996	1006-10151	USED	1006	2021-12-24 17:13:23.493
9127	1009-8944	USED	1009	2021-12-05 04:28:50.572
9518	1009-5516	USED	1009	2021-12-22 01:08:06.227
8424	1004-28797	USED	1004	2021-12-04 02:39:07.583
17956	1007-21324	USED	1007	2021-12-27 11:35:43.510
15438	1005-11154	USED	1005	2021-12-28 15:26:04.276
18291	1008-15311	USED	1008	2021-12-22 01:41:09.024
6095	1009-29922	USED	1009	2021-12-15 09:53:59.816
12618	1008-3851	USED	1008	2021-12-23 06:18:50.917
13799	1003-3745	USED	1003	2021-12-11 10:57:58.222
6979	1003-2087	USED	1003	2021-12-24 23:10:18.774
8727	1002-8703	USED	1002	2021-12-30 19:22:28.324
3528	1009-21911	USED	1009	2021-12-06 22:53:45.231
18146	1000-3978	USED	1000	2021-12-20 12:13:21.884
11602	1009-9961	USED	1009	2021-12-30 18:22:02.028
391	1000-24005	USED	1000	2021-12-19 09:18:59.509
17176	1002-2029	USED	1002	2021-12-15 07:50:23.529
12112	1005-8539	USED	1005	2021-12-25 20:57:31.849
4119	1004-4859	USED	1004	2021-12-24 07:33:35.919
3041	1000-28134	USED	1000	2021-12-30 17:25:30.783
5510	1008-7156	USED	1008	2021-12-13 17:38:23.608
9051	1002-16994	USED	1002	2021-12-09 22:45:55.227
2091	1005-4456	USED	1005	2021-12-27 19:40:35.038
5890	1008-9990	USED	1008	2021-12-24 03:00:07.852
11643	1009-12092	USED	1009	2021-12-13 06:51:00.792
15965	1000-19750	USED	1000	2021-12-22 23:26:10.418
5312	1006-711	USED	1006	2021-12-03 21:18:30.778
15769	1003-26170	USED	1003	2021-12-27 07:48:44.019
2176	1008-15046	USED	1008	2021-12-26 01:59:32.246
15143	1002-20951	USED	1002	2021-12-11 00:51:37.308
1338	1002-27091	USED	1002	2021-12-14 02:12:43.756
11385	1002-22382	USED	1002	2021-12-08 14:18:23.388
12492	1002-10080	USED	1002	2021-12-19 15:13:47.607
11761	1006-5375	USED	1006	2021-12-22 02:13:27.783
507	1009-12172	USED	1009	2021-12-20 00:08:20.109
2980	1009-27700	USED	1009	2021-12-10 21:28:48.139
12577	1008-23336	USED	1008	2021-12-17 02:14:00.051
17510	1009-12463	USED	1009	2021-12-13 20:44:06.783
18986	1002-3759	USED	1002	2021-12-28 06:29:24.870
6842	1008-23916	USED	1008	2021-12-19 16:58:44.578
2166	1003-26068	USED	1003	2021-12-24 10:22:39.858
17399	1004-27503	USED	1004	2021-12-04 21:29:46.489
12989	1009-21778	USED	1009	2021-12-14 11:07:25.325
10269	1000-8444	USED	1000	2021-12-27 12:43:59.919
19547	1003-10051	USED	1003	2021-12-19 23:01:48.076
13530	1002-9809	USED	1002	2021-12-01 01:56:32.676
14899	1004-25445	USED	1004	2021-12-23 01:19:05.645
7339	1002-11635	USED	1002	2021-12-07 06:22:43.361
2593	1001-16949	USED	1001	2021-12-31 01:25:28.969
1078	1006-1380	USED	1006	2021-12-18 13:09:55.561
9788	1002-5539	USED	1002	2021-12-02 03:52:32.240
16498	1009-4713	USED	1009	2021-12-12 16:16:35.194
12844	1009-4083	USED	1009	2021-12-25 03:04:15.416
12974	1008-8210	USED	1008	2021-12-21 15:49:56.962
3154	1008-2320	USED	1008	2021-12-30 22:25:46.628
14577	1005-4894	USED	1005	2021-12-02 22:12:51.559
9975	1000-18748	USED	1000	2021-12-14 07:13:53.982
13744	1000-3201	USED	1000	2021-12-20 17:03:24.981
19867	1005-16641	USED	1005	2021-12-18 22:00:43.720
9997	1004-28027	USED	1004	2021-12-14 01:04:42.763
16686	1005-20727	USED	1005	2021-12-19 20:27:58.642
8628	1006-15313	USED	1006	2021-12-17 13:33:56.571
11801	1008-12876	USED	1008	2021-12-12 01:24:03.075
10988	1000-17437	USED	1000	2021-12-06 15:24:58.270
17184	1003-18991	USED	1003	2021-12-21 09:30:05.701
1678	1005-29179	USED	1005	2021-12-12 13:06:45.718
3367	1000-2913	USED	1000	2021-12-17 17:11:41.198
16942	1006-3120	USED	1006	2021-12-03 04:46:10.054
