userid	voucherCode	status	campaignID	time
5353	1003-23345	USED	1003	2021-12-23 13:43:32.938
1743	1006-17904	USED	1006	2021-12-16 09:22:30.948
19407	1002-22340	USED	1002	2021-12-14 08:19:49.288
15921	1005-11082	USED	1005	2021-12-13 05:36:09.523
11259	1007-21286	USED	1007	2021-12-02 01:54:32.000
15161	1009-9664	USED	1009	2021-12-13 08:55:53.496
15416	1003-61	USED	1003	2021-12-27 16:12:11.652
15819	1006-4499	USED	1006	2021-12-17 18:55:49.083
581	1001-2941	USED	1001	2021-12-21 16:26:25.389
6556	1008-11662	USED	1008	2021-12-02 17:47:26.452
12502	1004-5933	USED	1004	2021-12-30 11:38:56.579
10567	1006-16726	USED	1006	2021-12-27 01:01:05.224
7031	1009-11271	USED	1009	2021-12-02 14:37:17.192
12993	1007-14053	USED	1007	2021-12-03 15:00:07.236
1040	1001-6902	USED	1001	2021-12-27 10:46:37.635
989	1007-5617	USED	1007	2021-12-31 19:42:46.090
10652	1001-7861	USED	1001	2021-12-30 09:02:09.873
17623	1007-24338	USED	1007	2021-12-30 02:22:16.738
2010	1009-8848	USED	1009	2021-12-08 05:24:10.616
1737	1008-16679	USED	1008	2021-12-28 18:46:21.144
13199	1004-4719	USED	1004	2021-12-02 02:56:20.229
14085	1008-25710	USED	1008	2021-12-19 04:37:02.467
4546	1002-18996	USED	1002	2021-12-19 20:16:04.465
9830	1000-22655	USED	1000	2021-12-24 20:17:40.611
10312	1006-27169	USED	1006	2021-12-01 23:31:07.709
17573	1002-6845	USED	1002	2021-12-15 01:36:26.002
3050	1007-23532	USED	1007	2021-12-01 16:41:35.804
17513	1009-3643	USED	1009	2021-12-02 20:37:46.027
1831	1000-3558	USED	1000	2021-12-10 00:42:56.727
2908	1000-218	USED	1000	2021-12-08 05:07:22.842
12156	1003-23338	USED	1003	2021-12-29 19:32:13.944
12372	1007-14809	USED	1007	2021-12-27 04:26:10.273
12745	1007-22975	USED	1007	2021-12-05 11:07:40.412
3210	1007-24275	USED	1007	2021-12-30 17:13:07.066
1133	1006-3305	USED	1006	2021-12-02 15:55:35.701
15280	1000-18085	USED	1000	2021-12-28 02:41:16.062
