userid	voucherCode	status	campaignID	time
350	1104-16914	USED	1104	2022-02-06 17:33:56.438
6690	1103-25731	USED	1103	2022-02-08 05:32:02.045
25937	1101-40871	USED	1101	2022-02-07 10:44:55.405
33080	1102-12601	USED	1102	2022-02-13 03:07:22.205
36323	1105-10134	USED	1105	2022-02-01 21:04:23.176
33653	1107-29771	USED	1107	2022-02-09 12:17:29.839
26504	1101-39358	USED	1101	2022-02-12 22:47:06.073
12283	1106-41118	USED	1106	2022-02-14 08:53:02.836
20357	1102-34606	USED	1102	2022-02-18 23:47:50.865
2490	1102-30663	USED	1102	2022-02-16 15:42:46.992
35425	1106-25254	USED	1106	2022-02-12 01:43:40.815
32093	1105-48763	USED	1105	2022-02-04 11:55:17.699
22069	1106-3611	USED	1106	2022-02-08 17:48:59.889
35705	1102-10099	USED	1102	2022-02-05 08:52:07.354
6598	1102-45375	USED	1102	2022-02-15 15:03:20.860
17299	1108-16501	USED	1108	2022-02-06 05:16:19.723
39156	1109-10560	USED	1109	2022-02-11 17:14:22.820
16503	1109-1394	USED	1109	2022-02-20 13:22:17.750
10759	1108-8333	USED	1108	2022-02-14 00:01:03.565
37283	1104-37357	USED	1104	2022-02-09 20:01:33.147
22590	1101-17796	USED	1101	2022-02-10 22:37:38.375
4590	1107-41318	USED	1107	2022-02-19 23:59:04.487
31902	1108-15130	USED	1108	2022-02-15 14:14:45.185
37367	1104-16529	USED	1104	2022-02-19 16:12:39.420
19334	1106-48714	USED	1106	2022-02-06 21:20:29.480
22730	1102-42716	USED	1102	2022-02-11 01:02:55.677
38513	1100-36233	USED	1100	2022-02-03 22:03:01.309
38683	1108-37395	USED	1108	2022-02-11 04:47:57.749
31253	1106-37661	USED	1106	2022-02-20 00:24:45.325
26721	1101-13540	USED	1101	2022-02-06 03:10:16.579
22916	1105-24316	USED	1105	2022-02-05 01:56:03.560
29832	1109-5648	USED	1109	2022-02-16 04:35:23.524
15139	1109-44756	USED	1109	2022-02-04 09:26:50.594
35880	1102-330	USED	1102	2022-02-08 16:45:04.116
5053	1101-18704	USED	1101	2022-02-14 06:22:49.523
24465	1103-46648	USED	1103	2022-02-01 17:47:04.396
32760	1105-26122	USED	1105	2022-02-15 03:35:11.434
4913	1102-135	USED	1102	2022-02-12 22:48:17.133
12979	1102-17235	USED	1102	2022-02-14 06:48:42.555
24135	1101-48097	USED	1101	2022-02-04 22:53:42.912
22294	1106-6053	USED	1106	2022-02-15 07:27:00.558
16955	1101-28122	USED	1101	2022-02-03 22:01:55.817
11770	1102-16161	USED	1102	2022-02-03 16:45:44.099
16416	1101-43711	USED	1101	2022-02-02 15:47:43.990
3643	1103-42466	USED	1103	2022-02-05 13:47:38.892
9628	1103-43603	USED	1103	2022-02-15 14:38:16.701
24125	1101-16296	USED	1101	2022-02-02 23:47:03.714
23492	1108-14725	USED	1108	2022-02-07 19:12:06.638
6234	1107-6846	USED	1107	2022-02-03 14:14:10.196
6600	1106-27812	USED	1106	2022-02-15 05:09:15.822
36936	1106-48007	USED	1106	2022-02-16 10:30:08.924
37638	1105-39417	USED	1105	2022-02-01 00:41:09.332
16438	1106-1083	USED	1106	2022-02-07 03:33:26.768
15359	1109-12137	USED	1109	2022-02-08 04:10:32.872
24417	1103-22593	USED	1103	2022-02-18 22:22:46.614
10084	1108-3271	USED	1108	2022-02-10 23:58:05.859
28642	1106-6071	USED	1106	2022-02-18 00:49:10.270
2996	1108-24998	USED	1108	2022-02-16 00:35:15.329
30965	1100-13996	USED	1100	2022-02-15 15:50:46.080
17219	1109-46566	USED	1109	2022-02-09 00:25:53.924
38445	1109-31269	USED	1109	2022-02-01 06:51:05.918
36980	1100-44005	USED	1100	2022-02-04 18:10:47.286
18143	1104-23836	USED	1104	2022-02-12 00:58:29.240
38904	1106-38177	USED	1106	2022-02-06 01:04:06.869
18747	1100-21365	USED	1100	2022-02-13 06:13:28.058
8456	1100-20804	USED	1100	2022-02-18 02:17:28.993
34305	1109-2577	USED	1109	2022-02-14 14:57:35.826
24755	1105-38559	USED	1105	2022-02-17 17:42:43.708
29224	1106-39381	USED	1106	2022-02-05 01:25:59.673
17153	1106-25214	USED	1106	2022-02-01 13:12:17.642
26890	1107-7689	USED	1107	2022-02-04 20:26:50.420
22637	1104-33617	USED	1104	2022-02-08 04:47:38.880
1210	1103-33923	USED	1103	2022-02-16 20:16:45.905
14563	1102-7384	USED	1102	2022-02-09 14:16:47.650
36920	1107-29721	USED	1107	2022-02-14 18:32:01.198
20404	1103-40246	USED	1103	2022-02-13 22:24:24.440
2372	1101-37705	USED	1101	2022-02-15 05:14:12.302
12663	1103-42498	USED	1103	2022-02-09 07:37:32.669
5332	1101-44867	USED	1101	2022-02-17 16:23:15.092
35437	1101-4175	USED	1101	2022-02-02 02:19:12.286
27712	1104-19768	USED	1104	2022-02-04 04:57:06.852
26469	1102-47883	USED	1102	2022-02-14 10:39:21.541
10802	1103-19177	USED	1103	2022-02-16 17:39:03.444
19363	1102-39141	USED	1102	2022-02-08 18:11:51.487
418	1106-47210	USED	1106	2022-02-19 00:08:11.924
4753	1104-6570	USED	1104	2022-02-18 00:52:08.291
35145	1104-24838	USED	1104	2022-02-15 01:34:19.366
32048	1109-33952	USED	1109	2022-02-10 23:59:21.337
4879	1106-44637	USED	1106	2022-02-04 07:30:39.578
3822	1105-30408	USED	1105	2022-02-16 16:38:05.790
34718	1101-30278	USED	1101	2022-02-16 18:19:49.451
16743	1102-16719	USED	1102	2022-02-03 22:18:01.062
37337	1103-6568	USED	1103	2022-02-16 17:18:21.889
16705	1108-13496	USED	1108	2022-02-06 07:30:19.282
26188	1108-18681	USED	1108	2022-02-13 17:43:16.201
462	1105-44742	USED	1105	2022-02-07 09:41:08.869
35138	1101-47667	USED	1101	2022-02-03 16:25:51.223
21208	1102-44494	USED	1102	2022-02-11 09:58:39.599
16059	1109-38584	USED	1109	2022-02-12 21:05:58.345
32245	1106-41119	USED	1106	2022-02-17 18:51:26.146
3048	1108-8634	USED	1108	2022-02-09 22:52:35.923
2468	1103-37888	USED	1103	2022-02-16 17:06:52.885
33316	1102-11869	USED	1102	2022-02-17 02:22:16.748
35347	1106-40048	USED	1106	2022-02-14 17:10:47.579
34289	1108-32971	USED	1108	2022-02-15 08:42:56.075
20991	1108-32107	USED	1108	2022-02-16 00:52:14.623
1637	1105-38685	USED	1105	2022-02-04 10:18:56.964
28751	1104-20304	USED	1104	2022-02-07 00:14:26.918
37536	1107-18972	USED	1107	2022-02-17 07:52:58.797
35665	1108-7116	USED	1108	2022-02-01 03:10:53.739
31129	1109-37443	USED	1109	2022-02-06 10:18:48.516
5246	1108-46862	USED	1108	2022-02-12 22:22:52.187
33106	1103-26370	USED	1103	2022-02-08 06:40:15.575
19826	1107-5746	USED	1107	2022-02-17 12:43:11.257
5872	1107-41520	USED	1107	2022-02-11 01:26:38.554
16761	1107-10324	USED	1107	2022-02-16 01:14:32.576
39156	1100-17752	USED	1100	2022-02-02 12:40:31.056
26003	1102-28895	USED	1102	2022-02-02 22:46:49.182
10742	1109-5107	USED	1109	2022-02-06 01:27:36.855
34508	1105-49479	USED	1105	2022-02-03 10:08:50.778
13894	1103-29603	USED	1103	2022-02-05 17:55:07.144
24277	1109-28066	USED	1109	2022-02-14 15:51:51.774
27477	1101-39493	USED	1101	2022-02-06 07:51:10.713
32218	1106-11916	USED	1106	2022-02-08 02:31:44.691
13986	1100-33199	USED	1100	2022-02-09 20:02:52.017
30669	1109-44938	USED	1109	2022-02-17 02:30:11.423
35440	1109-15617	USED	1109	2022-02-15 15:44:22.247
32272	1109-22601	USED	1109	2022-02-19 00:48:39.972
26495	1102-40703	USED	1102	2022-02-06 07:35:34.066
38280	1109-11424	USED	1109	2022-02-10 18:33:53.191
18009	1105-46356	USED	1105	2022-02-13 01:48:42.415
13013	1100-20025	USED	1100	2022-02-04 09:17:40.194
4999	1104-21685	USED	1104	2022-02-03 08:29:44.096
4911	1104-3398	USED	1104	2022-02-08 15:51:02.974
8290	1101-29011	USED	1101	2022-02-08 09:24:29.145
25052	1108-36491	USED	1108	2022-02-05 09:04:24.611
22719	1106-19241	USED	1106	2022-02-17 17:13:59.738
26406	1102-5590	USED	1102	2022-02-07 07:28:34.254
29523	1109-27884	USED	1109	2022-02-14 18:38:35.426
23561	1103-45759	USED	1103	2022-02-07 05:26:50.157
33009	1108-17886	USED	1108	2022-02-11 19:28:58.058
13926	1101-6612	USED	1101	2022-02-04 23:26:43.922
38018	1100-31178	USED	1100	2022-02-16 08:03:46.093
18244	1108-18899	USED	1108	2022-02-09 20:34:15.432
36168	1101-13987	USED	1101	2022-02-16 11:24:40.172
22492	1100-4536	USED	1100	2022-02-16 03:44:22.950
27243	1103-48385	USED	1103	2022-02-11 00:48:46.008
23024	1103-27851	USED	1103	2022-02-07 14:15:49.409
7718	1107-17830	USED	1107	2022-02-11 22:07:13.114
20792	1105-39156	USED	1105	2022-02-19 06:12:32.643
32439	1109-13510	USED	1109	2022-02-15 18:56:52.703
2686	1105-49851	USED	1105	2022-02-07 17:22:21.414
16509	1109-47240	USED	1109	2022-02-03 05:25:47.750
4885	1108-20709	USED	1108	2022-02-05 16:21:02.283
11739	1105-8471	USED	1105	2022-02-19 17:27:23.414
