userid	voucherCode	status	campaignID	time
8621	1009-5882	USED	1009	2021-12-19 13:22:34.280
5400	1008-28951	USED	1008	2021-12-27 13:13:45.208
19363	1006-7619	USED	1006	2021-12-12 23:59:35.105
5256	1009-16845	USED	1009	2021-12-04 16:50:47.849
3317	1004-26617	USED	1004	2021-12-02 01:47:52.136
19606	1004-4104	USED	1004	2021-12-23 03:23:11.434
9871	1005-13174	USED	1005	2021-12-16 22:52:54.206
846	1001-26269	USED	1001	2021-12-26 07:00:03.415
19383	1008-26917	USED	1008	2021-12-15 10:52:49.785
5945	1007-25751	USED	1007	2021-12-01 01:23:03.536
4362	1004-29348	USED	1004	2021-12-13 01:24:02.773
1861	1002-613	USED	1002	2021-12-29 15:15:24.694
12627	1004-25808	USED	1004	2021-12-04 23:01:52.704
8690	1000-17194	USED	1000	2021-12-17 21:11:08.689
7398	1004-14386	USED	1004	2021-12-02 19:23:11.154
10788	1000-10061	USED	1000	2021-12-05 03:58:23.560
229	1009-25010	USED	1009	2021-12-15 17:32:00.448
5815	1005-24919	USED	1005	2021-12-28 12:23:19.213
18545	1006-25879	USED	1006	2021-12-30 00:57:37.712
11513	1005-29961	USED	1005	2021-12-20 18:04:54.785
12436	1005-8243	USED	1005	2021-12-11 01:25:57.535
18201	1004-26282	USED	1004	2021-12-06 07:50:30.468
6432	1008-19670	USED	1008	2021-12-04 20:42:16.401
4544	1002-2787	USED	1002	2021-12-05 07:06:30.183
10115	1005-1792	USED	1005	2021-12-18 02:08:08.977
8997	1001-21528	USED	1001	2021-12-31 03:14:08.226
10392	1004-17879	USED	1004	2021-12-11 15:18:56.542
11870	1009-4738	USED	1009	2021-12-29 23:23:56.621
7698	1009-663	USED	1009	2021-12-07 09:29:24.462
5918	1005-28138	USED	1005	2021-12-05 15:48:20.543
14093	1004-24588	USED	1004	2021-12-12 02:13:32.273
13470	1003-22902	USED	1003	2021-12-18 03:22:40.649
2007	1009-14020	USED	1009	2021-12-21 18:04:39.029
13921	1009-13409	USED	1009	2021-12-03 02:35:12.733
10391	1000-12338	USED	1000	2021-12-13 23:55:50.123
17411	1009-12654	USED	1009	2021-12-12 10:38:04.258
12047	1005-2718	USED	1005	2021-12-08 11:27:06.420
3212	1003-19187	USED	1003	2021-12-24 08:25:39.878
17896	1005-7321	USED	1005	2021-12-23 20:32:08.682
1522	1001-27487	USED	1001	2021-12-12 20:09:30.760
16263	1000-12087	USED	1000	2021-12-28 05:01:07.322
17901	1002-18487	USED	1002	2021-12-07 18:59:56.792
13155	1005-12048	USED	1005	2021-12-16 04:35:37.658
14221	1001-3072	USED	1001	2021-12-03 07:27:47.701
3138	1001-5736	USED	1001	2021-12-26 13:01:03.863
10134	1000-1958	USED	1000	2021-12-13 00:24:47.204
18109	1009-15732	USED	1009	2021-12-29 03:07:08.151
9876	1002-2856	USED	1002	2021-12-01 20:23:19.689
11488	1008-8514	USED	1008	2021-12-30 01:29:27.218
8529	1003-22076	USED	1003	2021-12-03 20:36:00.672
597	1008-3746	USED	1008	2021-12-30 14:16:15.696
10735	1007-13650	USED	1007	2021-12-21 08:29:32.022
8616	1006-3390	USED	1006	2021-12-21 04:11:06.132
14861	1003-2046	USED	1003	2021-12-01 14:46:23.381
2039	1000-10324	USED	1000	2021-12-05 22:07:15.835
18628	1006-4551	USED	1006	2021-12-23 00:16:35.467
2231	1003-27281	USED	1003	2021-12-13 00:58:16.002
34	1006-6408	USED	1006	2021-12-22 05:19:27.703
15865	1005-18928	USED	1005	2021-12-13 00:01:51.186
4251	1005-18637	USED	1005	2021-12-25 00:08:58.562
3041	1007-744	USED	1007	2021-12-08 21:14:18.237
18983	1001-16264	USED	1001	2021-12-02 02:45:21.036
3087	1003-17403	USED	1003	2021-12-18 23:40:33.426
3489	1009-3685	USED	1009	2021-12-18 17:01:30.250
17235	1002-4473	USED	1002	2021-12-04 03:28:38.184
10592	1006-26138	USED	1006	2021-12-26 21:18:48.387
6893	1002-8023	USED	1002	2021-12-08 18:32:04.498
2339	1009-7482	USED	1009	2021-12-11 16:58:43.507
11688	1004-28250	USED	1004	2021-12-28 19:23:42.586
9317	1001-3869	USED	1001	2021-12-08 13:13:12.521
12773	1004-17998	USED	1004	2021-12-27 16:18:24.793
886	1003-14287	USED	1003	2021-12-30 04:29:08.336
63	1000-22010	USED	1000	2021-12-15 12:13:57.981
9674	1005-20167	USED	1005	2021-12-08 11:04:43.561
420	1006-486	USED	1006	2021-12-16 02:04:04.030
2530	1001-5777	USED	1001	2021-12-03 22:00:16.877
15193	1004-3080	USED	1004	2021-12-06 17:01:33.641
5831	1009-11497	USED	1009	2021-12-06 15:30:02.135
14953	1004-28594	USED	1004	2021-12-27 06:21:10.897
16029	1000-1667	USED	1000	2021-12-22 03:05:34.808
14663	1007-10139	USED	1007	2021-12-27 21:31:08.001
9677	1005-16684	USED	1005	2021-12-19 18:15:49.159
13874	1000-29537	USED	1000	2021-12-12 15:28:44.345
12004	1000-21468	USED	1000	2021-12-25 08:38:06.600
14531	1009-22365	USED	1009	2021-12-30 18:19:02.900
14521	1008-24349	USED	1008	2021-12-02 18:37:41.517
19996	1007-28924	USED	1007	2021-12-02 19:56:18.263
19345	1001-10673	USED	1001	2021-12-30 19:50:54.686
4300	1008-27426	USED	1008	2021-12-17 12:37:56.931
17813	1009-5532	USED	1009	2021-12-10 23:04:19.054
9251	1000-13056	USED	1000	2021-12-06 06:58:50.662
14390	1003-18711	USED	1003	2021-12-12 16:44:50.622
18329	1004-27770	USED	1004	2021-12-09 12:51:45.311
10277	1005-25160	USED	1005	2021-12-16 16:06:45.587
2204	1001-3476	USED	1001	2021-12-15 05:43:56.978
7372	1006-29373	USED	1006	2021-12-28 06:14:35.779
10957	1003-17888	USED	1003	2021-12-10 03:11:41.794
7166	1006-8622	USED	1006	2021-12-06 08:44:24.221
9000	1008-24406	USED	1008	2021-12-03 11:53:12.086
633	1008-10082	USED	1008	2021-12-17 19:29:51.982
15541	1009-15704	USED	1009	2021-12-22 11:51:50.883
3498	1005-20531	USED	1005	2021-12-30 12:34:10.228
17412	1007-13127	USED	1007	2021-12-11 07:24:06.977
769	1007-1465	USED	1007	2021-12-21 00:32:04.811
5417	1001-8934	USED	1001	2021-12-12 19:01:59.805
4265	1009-20254	USED	1009	2021-12-20 10:34:46.749
2807	1004-27779	USED	1004	2021-12-04 18:40:19.482
1598	1003-11418	USED	1003	2021-12-03 06:35:52.896
8398	1009-20625	USED	1009	2021-12-05 13:01:44.698
16803	1001-5178	USED	1001	2021-12-04 09:56:40.603
12178	1005-15690	USED	1005	2021-12-10 23:47:22.047
6275	1006-1629	USED	1006	2021-12-24 14:29:49.700
15986	1004-16768	USED	1004	2021-12-09 19:35:07.971
18613	1002-14454	USED	1002	2021-12-22 14:08:43.538
1960	1008-6416	USED	1008	2021-12-10 22:11:06.464
6765	1005-9459	USED	1005	2021-12-29 10:35:49.523
5915	1004-22527	USED	1004	2021-12-01 21:46:39.269
12311	1008-11576	USED	1008	2021-12-18 00:09:29.553
10936	1007-13111	USED	1007	2021-12-10 19:37:14.499
4735	1006-27457	USED	1006	2021-12-30 18:38:19.130
6614	1009-25677	USED	1009	2021-12-09 04:47:28.407
14250	1009-8119	USED	1009	2021-12-07 18:44:35.890
8803	1002-6657	USED	1002	2021-12-20 23:06:17.174
12328	1000-6567	USED	1000	2021-12-08 08:22:24.618
14490	1001-7899	USED	1001	2021-12-21 01:46:31.109
6836	1000-19754	USED	1000	2021-12-18 07:04:07.262
3819	1001-23092	USED	1001	2021-12-12 08:39:03.215
15954	1003-20712	USED	1003	2021-12-31 03:43:21.018
7330	1007-9819	USED	1007	2021-12-24 17:12:12.652
15330	1003-5078	USED	1003	2021-12-03 01:13:45.851
1452	1000-22032	USED	1000	2021-12-14 20:00:38.505
18979	1005-21747	USED	1005	2021-12-18 07:00:02.839
17516	1002-16453	USED	1002	2021-12-25 12:54:37.588
3525	1004-14298	USED	1004	2021-12-11 13:22:39.745
2943	1009-18043	USED	1009	2021-12-23 08:13:32.439
2584	1009-28492	USED	1009	2021-12-02 05:57:24.211
7925	1006-3784	USED	1006	2021-12-30 11:32:50.635
14235	1003-2682	USED	1003	2021-12-10 00:00:53.026
1115	1005-10279	USED	1005	2021-12-16 00:16:30.413
8899	1007-151	USED	1007	2021-12-26 09:36:02.775
15704	1007-20406	USED	1007	2021-12-28 19:29:45.165
10844	1004-10087	USED	1004	2021-12-18 17:16:28.457
8204	1002-17965	USED	1002	2021-12-07 12:36:47.529
11859	1005-16744	USED	1005	2021-12-19 17:37:25.537
74	1006-13949	USED	1006	2021-12-16 12:34:53.650
9236	1007-1580	USED	1007	2021-12-26 20:48:40.108
19650	1004-25066	USED	1004	2021-12-19 19:49:24.893
10999	1005-9572	USED	1005	2021-12-05 01:39:52.059
5011	1003-8794	USED	1003	2021-12-15 03:35:35.492
13534	1007-24767	USED	1007	2021-12-15 09:50:01.238
15072	1002-787	USED	1002	2021-12-10 20:20:22.035
749	1000-22069	USED	1000	2021-12-20 06:45:46.726
7029	1006-5760	USED	1006	2021-12-01 08:18:17.417
19499	1002-25060	USED	1002	2021-12-22 12:17:35.865
5000	1006-1421	USED	1006	2021-12-22 13:50:50.939
14724	1009-8177	USED	1009	2021-12-22 16:26:14.735
5941	1003-12940	USED	1003	2021-12-12 03:03:20.508
8273	1002-12147	USED	1002	2021-12-05 19:29:53.431
14938	1006-22449	USED	1006	2021-12-10 01:53:10.613
15433	1003-698	USED	1003	2021-12-19 22:53:41.933
